"Number","Name","Nat","Pos","Height","Weight","Date of Birth","Birth Place","Previous Club","Team","League","lat","long"
"3","Sam Byram","ENG","D","1.80","72","16-09-93","Thurrock","West Ham U","Norwich City","England",51.5080169,0.396281739543767
"4","Ben Godfrey","ENG","M","1.83","74","15-01-98","York","York C","Norwich City","England",53.9590555,-1.0815361
"5","Grant Hanley","SCO","D","1.88","76","20-11-91","Dumfries","Newcastle U","Norwich City","England",55.069968,-3.6094901
"6","Christoph Zimmermann","GER","D","1.94","92","12-01-93","Düsseldorf","Borussia Dortmund II","Norwich City","England",51.2254018,6.7763137
"7","Lukas Rupp","GER","M","1.78","64","08-01-91","Heidelberg","1899 Hoffenheim","Norwich City","England",49.4093582,8.694724
"8","Mario Vrancic","BIH","M","1.86","75","23-05-89","Slavonski Brod","Darmstadt","Norwich City","England",45.1662364,18.012177
"9","","","","","","","","","Norwich City","England",NA,NA
"10","Moritz Leitner","GER","M","1.74","65","08-12-92","Munich","Augsburg","Norwich City","England",48.1371079,11.5753822
"11","Onel Hernández","GER","M","1.72","69","01-02-93","Morón","Eintracht Braunschweig","Norwich City","England",-34.6510527,-58.6217416
"12","Jamal Lewis","NIR","D","1.78","70","25-01-98","Luton","None","Norwich City","England",51.89107295,-0.423030407620178
"13","","","","","","","","","Norwich City","England",NA,NA
"14","Todd Cantwell","ENG","M","1.77","66","27-02-98","Norwich","None","Norwich City","England",52.628606,1.29227
"15","Timm Klose","SUI","D","1.93","87","09-05-88","Frankfurt am Main","Wolfsburg","Norwich City","England",50.1106444,8.6820917
"16","","","","","","","","","Norwich City","England",NA,NA
"17","Emi Buendía","ARG","M","1.70","65","25-12-96","Mar del Plata","Getafe","Norwich City","England",-37.9977225,-57.5482703
"18","Marco Stiepermann","GER","M","1.80","75","09-02-91","Dortmund","Bochum","Norwich City","England",51.5142273,7.4652789
"19","Tom Trybull","GER","M","1.81","72","09-03-93","Berlin","ADO Den Haag","Norwich City","England",52.5170365,13.3888599
"20","Josip Drmic","SUI","F","1.82","70","08-08-92","Lachen","B Mönchengladbach","Norwich City","England",47.9455572,10.2388429
"21","Ralf Fährmann","GER","G","1.94","89","27-09-88","Karl-Marx-Stadt","Schalke","Norwich City","England",50.8322608,12.9252977
"22","Teemu Pukki","FIN","F","1.76","66","29-03-90","Kotka","Brøndby","Norwich City","England",60.4674228,26.9450844
"23","Kenny McLean","SCO","M","1.83","70","08-01-92","Rutherglen","Aberdeen","Norwich City","England",55.8283888,-4.2116533
"24","","","","","","","","","Norwich City","England",NA,NA
"25","Ondrej Duda","SVK","M","1.83","64","15-12-94","Snina","Hertha Berlin","Norwich City","England",48.9867223,22.1501557182464
"26","","","","","","","","","Norwich City","England",NA,NA
"27","Alexander Tettey","NOR","M","1.80","68","04-04-86","Accra","Rennes","Norwich City","England",5.5600141,-0.2057437
"28","","","","","","","","","Norwich City","England",NA,NA
"29","","","","","","","","","Norwich City","England",NA,NA
"30","","","","","","","","","Norwich City","England",NA,NA
"31","","","","","","","","","Norwich City","England",NA,NA
"32","","","","","","","","","Norwich City","England",NA,NA
"33","Michael McGovern","NIR","G","1.91","89","12-07-84","Enniskillen","Hamilton Academical","Norwich City","England",54.3448538,-7.6389365
"34","","","","","","","","","Norwich City","England",NA,NA
"35","Adam Idah","IRL","F","1.90","83","11-02-01","Cork","College Corinthians","Norwich City","England",51.8979282,-8.4705806
"36","Nick Hayes","ENG","G","","","10-04-99","Clacton-on-Sea","Dunstable","Norwich City","England",51.7883997,1.1527865
"37","","","","","","","","","Norwich City","England",NA,NA
"38","Aston Oxborough","ENG","G","1.85","76","09-05-98","Great Yarmouth","None","Norwich City","England",52.6072426,1.7310768
"39","","","","","","","","","Norwich City","England",NA,NA
"40","Rob Nizet","BEL","D","1.79","66","14-04-02","Banjul","Anderlecht","Norwich City","England",13.45535,-16.575646
"41","Jordan Thomas","ENG","D","","","02-01-01","","Huddersfield T","Norwich City","England",NA,NA
"42","Louis Lomas","ENG","D","","","11-10-00","","None","Norwich City","England",NA,NA
"44","Ciaren Jones","ENG","D","1.92","78","20-11-99","Bedford","Luton T","Norwich City","England",40.0271453,-78.5237447
"45","Saul Milovanovic","ENG","M","","","08-09-00","","Huddersfield T","Norwich City","England",NA,NA
"46","Daniel Adshead","ENG","M","1.67","65","02-09-01","Manchester","Rochdale","Norwich City","England",53.4794892,-2.2451148
"47","Tom Scully","ENG","M","","","01-10-99","","Everton","Norwich City","England",NA,NA
"48","Reece McAlear","SCO","M","1.85","75","12-02-02","Glasgow","Motherwell","Norwich City","England",55.8609825,-4.2488787
"49","William Hondermarck","FRA","M","","","21-11-00","Orléans","Drogheda U","Norwich City","England",45.4810323,-75.5100002
"51","Shae Hutchinson","ENG","F","","","09-10-00","","None","Norwich City","England",NA,NA
"52","Nelson Khumbeni","ENG","M","","","","","None","Norwich City","England",NA,NA
"53","Zach Dronfield","ENG","M","","","01-03-02","","None","Norwich City","England",NA,NA
"54","Tom Dickson-Peters","SCO","F","","","16-09-02","","None","Norwich City","England",NA,NA
"55","Eddie Jackson","ENG","D","","","","","None","Norwich City","England",NA,NA
"56","Josh Martin","ENG","M","","","09-09-01","Luton","Arsenal","Norwich City","England",51.89107295,-0.423030407620178
"57","Aidan Fitzpatrick","SCO","M","","","20-03-01","","Partick Thistle","Norwich City","England",NA,NA
"58","Ísak Snær Þorvaldsson","ISL","M","","","01-05-01","","Afturelding","Norwich City","England",NA,NA
"59","Gassan Ahadme","MAR","M","","","17-11-00","","Gimnàstic de Manresa","Norwich City","England",NA,NA
"60","Archie Mair","SCO","G","","","10-02-01","Turriff","Aberdeen","Norwich City","England",57.5375626,-2.4634241
"61","Billy Johnson","ENG","G","","","25-09-99","","None","Norwich City","England",NA,NA
"62","Joe Rose","ENG","G","","","","","None","Norwich City","England",NA,NA
"64","Andrew Omobamidele","IRL","D","","","23-06-02","Dublin","None","Norwich City","England",53.3497645,-6.2602732
"65","Sam Blair","ENG","G","","","27-12-02","","None","Norwich City","England",NA,NA
"1","Dean Henderson","ENG","G","1.90","85","12-03-97","Whitehaven","Manchester U","Sheffield 
United","England",54.5474199,-3.5885335
"2","George Baldock","ENG","D","1.75","67","26-01-93","Buckingham","MK Dons","Sheffield 
United","England",37.5558826,-78.5547172
"3","Enda Stevens","IRL","D","1.83","78","09-07-90","Dublin","Portsmouth","Sheffield 
United","England",53.3497645,-6.2602732
"4","John Fleck","SCO","M","1.75","72","24-08-91","Glasgow","Coventry C","Sheffield 
United","England",55.8609825,-4.2488787
"5","Jack O'Connell","ENG","D","1.91","85","29-03-94","Liverpool","Brentford","Sheffield 
United","England",53.407154,-2.991665
"6","Chris Basham","ENG","M","1.80","80","20-07-88","Hebburn","Blackpool","Sheffield 
United","England",54.9726376,-1.5173449
"7","John Lundstram","ENG","M","1.81","74","18-02-94","Liverpool","Oxford U","Sheffield 
United","England",53.407154,-2.991665
"8","Luke Freeman","ENG","M","1.83","64","22-03-92","Dartford","QPR","Sheffield 
United","England",51.4443059,0.21807
"9","Oliver McBurnie","SCO","F","1.88","66","04-06-96","Leeds","Swansea C","Sheffield 
United","England",53.7974185,-1.5437941
"10","Billy Sharp","ENG","F","1.75","70","05-02-86","Sheffield","Leeds U","Sheffield 
United","England",53.3806626,-1.4702278
"11","","","","","","","","","Sheffield 
United","England",NA,NA
"12","John Egan","IRL","D","1.85","75","20-10-92","Cork","Brentford","Sheffield 
United","England",51.8979282,-8.4705806
"13","Jake Eastwood","ENG","G","1.90","70","03-10-96","Sheffield","None","Sheffield 
United","England",53.3806626,-1.4702278
"14","","","","","","","","","Sheffield 
United","England",NA,NA
"15","Phil Jagielka","ENG","D","1.83","83","17-08-82","Sale","Everton","Sheffield 
United","England",44.980656,8.809348
"16","Oliver Norwood","NIR","M","1.80","76","12-04-91","Burnley","Brighton & HA","Sheffield 
United","England",53.7907262,-2.2439196
"17","David McGoldrick","IRL","F","1.85","75","29-11-87","Nottingham","Ipswich T","Sheffield 
United","England",52.9534193,-1.1496461
"18","Kieron Freeman","WAL","D","1.78","79","21-03-92","Bestwood","Derby Co","Sheffield 
United","England",50.4514826,30.5144987
"19","Jack Robinson","ENG","D","1.80","67","01-09-93","Warrington","Nottingham F","Sheffield 
United","England",53.4018582,-2.5680223597163
"20","","","","","","","","","Sheffield 
United","England",NA,NA
"21","Michael Verrips","NED","G","1.95","85","03-12-96","Velp","Mechelen","Sheffield 
United","England",51.9994663,5.97884944568664
"22","Lys Mousset","FRA","F","1.84","80","08-02-96","Le Havre","Bournemouth","Sheffield 
United","England",49.4938975,0.1079732
"23","Ben Osborn","ENG","M","1.76","75","05-08-94","Derby","Nottingham F","Sheffield 
United","England",52.9212617,-1.4761491
"24","Leon Clarke","ENG","F","1.88","90","10-02-85","Birmingham","Bury","Sheffield 
United","England",52.4796992,-1.9026911
"25","Simon Moore","ENG","G","1.91","83","19-05-90","Sandown","Cardiff C","Sheffield 
United","England",50.6613306,-1.15034650545465
"26","Jack Rodwell","ENG","D","1.88","80","11-03-91","Birkdale","Blackburn R","Sheffield 
United","England",53.627021,-3.0282342
"27","Muhamed Bešic","BIH","M","1.80","80","10-09-92","Berlin","Everton","Sheffield 
United","England",52.5170365,13.3888599
"28","","","","","","","","","Sheffield 
United","England",NA,NA
"29","Panagiotis Retsos","GRE","D","1.84","76","09-08-98","Johannesburg","Bayer Leverkusen","Sheffield 
United","England",-26.205,28.049722
"30","Richairo Živkovic","NED","F","1.87","73","05-09-96","Assen","Changchun Yatai","Sheffield 
United","England",52.99037165,6.55337777064233
"31","","","","","","","","","Sheffield 
United","England",NA,NA
"32","Sander Berge","NOR","M","1.90","88","18-02-98","Bærum","KRC Genk","Sheffield 
United","England",59.9289639,10.4997108185783
"33","","","","","","","","","Sheffield 
United","England",NA,NA
"34","","","","","","","","","Sheffield 
United","England",NA,NA
"35","","","","","","","","","Sheffield 
United","England",NA,NA
"36","","","","","","","","","Sheffield 
United","England",NA,NA
"37","","","","","","","","","Sheffield 
United","England",NA,NA
"38","","","","","","","","","Sheffield 
United","England",NA,NA
"39","","","","","","","","","Sheffield 
United","England",NA,NA
"40","","","","","","","","","Sheffield 
United","England",NA,NA
"1","Alex McCarthy","ENG","G","1.93","79","03-12-89","Guildford","Crystal Palace","Southampton","England",51.2352672,-0.5653624
"2","","","","","","","","","Southampton","England",NA,NA
"3","","","","","","","","","Southampton","England",NA,NA
"4","Jannik Vestergaard","DEN","D","1.97","96","03-08-92","Copenhagen","B Mönchengladbach","Southampton","England",55.6867243,12.5700724
"5","Jack Stephens","ENG","D","1.85","75","27-01-94","Torpoint","Plymouth Arg","Southampton","England",50.3757288,-4.1991204
"6","","","","","","","","","Southampton","England",NA,NA
"7","Shane Long","IRL","F","1.78","70","22-01-87","Kilkenny","WBA","Southampton","England",52.6510216,-7.2484948
"8","","","","","","","","","Southampton","England",NA,NA
"9","Danny Ings","ENG","F","1.78","73","16-03-92","Winchester","Liverpool","Southampton","England",51.0612766,-1.3131692
"10","Che Adams","ENG","F","1.78","66","13-07-96","Leicester","Birmingham C","Southampton","England",52.6361398,-1.1330789
"11","","","","","","","","","Southampton","England",NA,NA
"12","Moussa Djénépo","MLI","M","1.77","65","15-06-98","Bamako","Standard Liège","Southampton","England",12.649319,-8.000337
"13","","","","","","","","","Southampton","England",NA,NA
"14","Oriol Romeu","ESP","M","1.83","83","24-09-91","Ulldecona","Chelsea","Southampton","England",40.5967567,0.4475376
"15","","","","","","","","","Southampton","England",NA,NA
"16","James Ward-Prowse","ENG","M","1.73","66","01-11-94","Southampton","None","Southampton","England",50.9025349,-1.404189
"17","Stuart Armstrong","SCO","M","1.83","75","30-03-92","Inverness","Celtic","Southampton","England",57.4790124,-4.225739
"18","","","","","","","","","Southampton","England",NA,NA
"19","Sofiane Boufal","MAR","M","1.70","60","17-09-93","Paris","Lille","Southampton","England",48.8566969,2.3514616
"20","Michael Obafemi","IRL","F","","","06-07-00","","Leyton Orient","Southampton","England",NA,NA
"21","Ryan Bertrand","ENG","D","1.79","85","05-08-89","Southwark","Chelsea","Southampton","England",51.5029222,-0.103458
"22","Nathan Redmond","ENG","M","1.73","69","06-03-94","Birmingham","Norwich C","Southampton","England",52.4796992,-1.9026911
"23","Pierre-Emile Højbjerg","DEN","M","1.85","84","05-08-95","Copenhagen","Bayern Munich","Southampton","England",55.6867243,12.5700724
"24","Kyle Walker-Peters","ENG","D","1.73","62","13-04-97","Edmonton","Tottenham H","Southampton","England",53.535411,-113.507996
"25","","","","","","","","","Southampton","England",NA,NA
"26","","","","","","","","","Southampton","England",NA,NA
"27","Will Smallbone","IRL","M","","","21-02-00","","None","Southampton","England",NA,NA
"28","Angus Gunn","ENG","G","1.96","77","22-01-96","Bolton","Manchester C","Southampton","England",53.5782863,-2.4300367
"29","Jake Vokins","ENG","D","","","17-03-00","Oxford","None","Southampton","England",51.7520131,-1.2578499
"30","","","","","","","","","Southampton","England",NA,NA
"31","","","","","","","","","Southampton","England",NA,NA
"32","","","","","","","","","Southampton","England",NA,NA
"33","","","","","","","","","Southampton","England",NA,NA
"34","","","","","","","","","Southampton","England",NA,NA
"35","Jan Bednarek","POL","D","1.89","77","12-04-96","Slupca","Lech Poznan","Southampton","England",52.2872924,17.8713612
"36","","","","","","","","","Southampton","England",NA,NA
"37","","","","","","","","","Southampton","England",NA,NA
"38","Kevin Danso","AUT","D","1.90","75","19-09-98","Voitsberg","Augsburg","Southampton","England",47.0614766,15.0623287237005
"39","","","","","","","","","Southampton","England",NA,NA
"40","Dan N'Lundulu","ENG","F","","","05-02-99","","Chelsea","Southampton","England",NA,NA
"41","Harry Lewis","ENG","G","1.91","77","20-12-97","Shrewsbury","Shrewsbury T","Southampton","England",52.707755,-2.7540658
"43","Yan Valery","FRA","D","","","22-02-99","Champigny-sur-Marne","Rennes","Southampton","England",48.8137759,2.5107384
"45","Sam McQueen","ENG","M","1.81","70","06-02-95","Southampton","None","Southampton","England",50.9025349,-1.404189
"46","Marcus Barnes","ENG","F","1.85","72","01-12-96","Reading","Wolverhampton W","Southampton","England",51.45149525,-0.983634249936538
"47","Will Ferry","ENG","F","","","07-12-00","","Bury","Southampton","England",NA,NA
"48","Kornelius Hansen","NOR","F","","","06-05-01","","Fram Larvik","Southampton","England",NA,NA
"50","Aaron O'Driscoll","IRL","M","","","04-04-99","Dublin","Manchester C","Southampton","England",53.3497645,-6.2602732
"51","Tyreke Johnson","ENG","M","","","03-11-98","","Swindon T","Southampton","England",NA,NA
"52","Nathan Tella","ENG","M","","","05-07-99","Lambeth","Arsenal","Southampton","England",51.5013012,-0.117287
"53","Harlem Hale","ENG","F","","","04-02-00","","Chelsea","Southampton","England",NA,NA
"55","Alex Cull","ENG","G","","","02-06-00","","None","Southampton","England",NA,NA
"56","Jack Bycroft","ENG","G","","","21-09-01","","None","Southampton","England",NA,NA
"57","Tommy Scott","ENG","G","1.88","78","13-09-99","","Yeovil T","Southampton","England",NA,NA
"58","Dare Olufunwa","ENG","D","","","29-07-01","","None","Southampton","England",NA,NA
"60","Kameron Ledwidge","IRL","D","","","07-04-01","Dublin","St Kevin's Boys","Southampton","England",53.3497645,-6.2602732
"62","Allan Tchaptchet","FRA","D","","","21-12-01","","Entente SSG","Southampton","England",NA,NA
"63","Sean Brennan","IRL","M","","","05-0701","Blanchardstown","Belvedere","Southampton","England",53.3868998,-6.3775408
"64","Alex Jankewitz","SUI","M","1.79","70","25-12-01","Vevey","Servette","Southampton","England",46.4602978,6.8418655
"65","Caleb Watts","AUS","M","","","16-01-01","","QPR","Southampton","England",NA,NA
"66","Enzo Robise","FRA","F","","","22-05-01","","Reims","Southampton","England",NA,NA
"67","Christian Norton","ENG","D","","","21-05-01","","None","Southampton","England",NA,NA
"68","Jack Turner","ENG","M","","","07-09-02","","None","Southampton","England",NA,NA
"69","David Agbontohoma","ENG","D","","","30-09-01","","Arsenal","Southampton","England",NA,NA
"70","Oliver Wright","ENG","G","","","25-10-02","","None","Southampton","England",NA,NA
"71","Pascal Kpohomouh","ENG","D","","","24-09-01","","Manchester C","Southampton","England",NA,NA
"72","Kgagelo Chauke","ENG","D","","","08-01-03","","None","Southampton","England",NA,NA
"73","Ramello Mitchell","ENG","M","","","01-01-03","","Birmingham C","Southampton","England",NA,NA
"74","Lucas Defise","BEL","M","","","19-10-01","","Chelsea","Southampton","England",NA,NA
"75","Marco Rus","ROU","F","","","","","Yeovil T","Southampton","England",NA,NA
"76","Séamas Keogh","IRL","M","","","28-02-02","","Sligo R","Southampton","England",NA,NA
"77","James Morris","ENG","D","","","23-11-01","","None","Southampton","England",NA,NA
"78","Sam Bellis","ENG","M","","","30-12-02","","Manchester C","Southampton","England",NA,NA
"79","Kazeem Olaigbe","BEL","F","","","02-01-03","","Anderlecht","Southampton","England",NA,NA
"1","Hugo Lloris","FRA","G","1.88","82","26-12-86","Nice","Lyon","Tottenham 
Hotspur","England",43.7009358,7.2683912
"2","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"3","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"4","Toby Alderweireld","BEL","D","1.87","91","02-03-89","Wilrijk","Atlético Madrid","Tottenham 
Hotspur","England",51.1638451,4.38763096104551
"5","Jan Vertonghen","BEL","D","1.89","88","24-04-87","Sint-Niklaas","Ajax","Tottenham 
Hotspur","England",51.1646685,4.1395124
"6","Davinson Sánchez","COL","D","1.87","83","12-06-96","Caloto","Ajax","Tottenham 
Hotspur","England",3.04497365,-76.3685084856608
"7","Son Heung-Min","KOR","F","1.83","77","08-07-92","Chuncheon","Bayer Leverkusen","Tottenham 
Hotspur","England",37.8810569,127.7297641
"8","Harry Winks","ENG","M","1.76","74","02-02-96","Hemel Hempstead","None","Tottenham 
Hotspur","England",51.7511784,-0.472528
"9","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"10","Harry Kane","ENG","F","1.88","86","28-07-93","Walthamstow","None","Tottenham 
Hotspur","England",51.5844701,-0.0188186
"11","Erik Lamela","ARG","M","1.81","80","25-03-92","Florida","Roma","Tottenham 
Hotspur","England",27.7567667,-81.4639835
"12","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"13","Michel Vorm","NED","G","1.84","84","20-10-83","Nieuwegein","Swansea C","Tottenham 
Hotspur","England",52.0298704,5.09293337891924
"14","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"15","Eric Dier","ENG","M","1.88","90","15-01-94","Cheltenham","Sporting CP","Tottenham 
Hotspur","England",51.8995685,-2.0711559
"16","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"17","Moussa Sissoko","FRA","M","1.87","91","16-08-89","Le Blanc Mesnil","Newcastle U","Tottenham 
Hotspur","England",48.9385489,2.4631476
"18","Giovani Lo Celso","ARG","M","1.70","68","09-04-96","Rosario","Betis","Tottenham 
Hotspur","England",-32.9595004,-60.6615415
"19","Ryan Sessegnon","ENG","M","1.78","71","18-05-00","Roehampton","Fulham","Tottenham 
Hotspur","England",51.4498773,-0.2412672
"20","Dele Alli","ENG","M","1.88","80","11-04-96","Milton Keynes","MK Dons","Tottenham 
Hotspur","England",52.0429797,-0.7589607
"21","Juan Foyth","ARG","D","1.79","69","12-01-98","La Plata","Estudiantes (LP)","Tottenham 
Hotspur","England",-34.9206797,-57.9537638
"22","Paulo Gazzaniga","ARG","G","1.96","90","02-01-92","Murphy","Southampton","Tottenham 
Hotspur","England",33.0151208,-96.6130478
"23","Steven Bergwijn","NED","F","1.78","74","08-10-97","Amsterdam","PSV Eindhoven","Tottenham 
Hotspur","England",52.3745403,4.89797550561798
"24","Serge Aurier","CIV","D","1.75","75","24-12-92","Abidjan","Paris St-Germain","Tottenham 
Hotspur","England",5.320357,-4.016107
"25","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"26","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"27","Lucas","BRA","M","1.72","66","13-08-92","São Paulo","Paris St-Germain","Tottenham 
Hotspur","England",-23.5506507,-46.6333824
"28","Tanguy NDombèlé","FRA","M","1.76","68","28-12-96","Longjumeau","Lyon","Tottenham 
Hotspur","England",48.6943793,2.2953297
"29","Oliver Skipp","ENG","M","1.75","70","16-09-00","Hatfield","None","Tottenham 
Hotspur","England",51.7634675,-0.2258741
"30","Gedson Fernandes","STP","M","1.81","69","09-01-99","São Tomé","Benfica","Tottenham 
Hotspur","England",0.3389242,6.7313031
"31","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"32","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"33","Ben Davies","WAL","D","1.82","76","24-04-93","Neath","Swansea C","Tottenham 
Hotspur","England",51.6628422,-3.8039117
"34","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"35","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"36","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"37","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"38","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"39","Japhet Tanganga","ENG","D","1.84","73","31-03-99","Hackney","None","Tottenham 
Hotspur","England",51.5432402,-0.0493621
"40","","","","","","","","","Tottenham 
Hotspur","England",NA,NA
"41","Alfie Whiteman","ENG","G","1.90","77","02-10-98","Tottenham","None","Tottenham 
Hotspur","England",51.5976955,-0.0672892
"44","Jamie Bowden","ENG","M","1.75","64","09-07-01","Edmonton","None","Tottenham 
Hotspur","England",53.535411,-113.507996
"48","Jonathan Dinzeyi","ENG","D","1.83","83","13-10-99","Islington","None","Tottenham 
Hotspur","England",51.5384287,-0.0999051
"52","Troy Parrott","IRL","F","1.75","72","04-02-02","Dublin","Belvedere","Tottenham 
Hotspur","England",53.3497645,-6.2602732
"53","Harvey White","ENG","M","1.71","60","19-09-01","Maidstone","None","Tottenham 
Hotspur","England",51.2748258,0.5231646
"55","Jonathan De Bie","BEL","G","1.96","91","25-05-00","Uccle","Mechelen","Tottenham 
Hotspur","England",50.8035441,4.3338445
"57","Tariq Hinds","ENG","D","1.81","70","15-06-00","Redbridge","None","Tottenham 
Hotspur","England",51.5763203,0.0454097
"58","Brooklyn Lyons-Foster","ENG","D","1.81","70","01-12-00","Archway","None","Tottenham 
Hotspur","England",51.5654371,-0.1349977
"60","Dilan Markanday","ENG","F","1.78","64","20-08-01","Barnet","None","Tottenham 
Hotspur","England",51.65309,-0.2002261
"61","Phoenix Patterson","SCO","M","1.78","67","01-09-00","High Wycombe","None","Tottenham 
Hotspur","England",51.627422,-0.7484153
"63","J'Neil Bennett","ENG","F","1.75","63","07-12-01","Islington","QPR","Tottenham 
Hotspur","England",51.5384287,-0.0999051
"64","Malachi Walcott","ENG","D","1.87","74","11-03-02","Edmonton","None","Tottenham 
Hotspur","England",53.535411,-113.507996
"66","Rodel Richards","ENG","F","1.74","66","05-09-00","Lewisham","Arsenal","Tottenham 
Hotspur","England",51.4624325,-0.0101331
"67","Rayan Clarke","ENG","M","1.79","70","05-04-01","Edmonton","None","Tottenham 
Hotspur","England",53.535411,-113.507996
"68","Elliot Thorpe","WAL","M","1.76","64","09-11-00","Hinchingbrooke","None","Tottenham 
Hotspur","England",52.3335633,-0.2077627
"71","Jubril Okedina","ENG","D","1.83","70","26-10-00","Woolwich","None","Tottenham 
Hotspur","England",51.4826696,0.0623335
"72","Jeremie Mukendi","ENG","F","","","12-09-00","","None","Tottenham 
Hotspur","England",NA,NA
"73","Josh Oluwayemi","ENG","G","1.83","70","13-03-01","Waltham Forest","None","Tottenham 
Hotspur","England",42.3756401,-71.2358004
"74","Maurizio Pochettino","ESP","F","","","30-03-01","Barcelona","Southampton","Tottenham 
Hotspur","England",41.3828939,2.1774322
"75","Maxwell Statham","ENG","D","","","06-09-00","Southend","None","Tottenham 
Hotspur","England",-37.5708233,140.1196982
"76","Maxi Tainio","FIN","M","","","24-05-01","Auxerre","HJK Helsinki","Tottenham 
Hotspur","England",47.7961287,3.570579
"77","Dennis Cirkin","IRL","D","","","06-04-02","Dublin","None","Tottenham 
Hotspur","England",53.3497645,-6.2602732
"78","Kion Etete","ENG","F","1.85","70","28-11-01","Derby","Notts Co","Tottenham 
Hotspur","England",52.9212617,-1.4761491
"79","Kacper Kurylowicz","ENG","G","","","02-09-01","Luton","None","Tottenham 
Hotspur","England",51.89107295,-0.423030407620178
"80","Rafferty Pedder","ENG","M","","","06-04-02","Maidstone","None","Tottenham 
Hotspur","England",51.2748258,0.5231646
"83","Dermi Lusala","ENG","D","","","16-01-03","Edmonton","None","Tottenham 
Hotspur","England",53.535411,-113.507996
"84","Enock Asante","GHA","F","","","25-11-01","Akuapim-Mampong","None","Tottenham 
Hotspur","England",NA,NA
"85","Kallum Cesay","ENG","M","","","04-09-02","Newham","West Ham U","Tottenham 
Hotspur","England",51.52999955,0.0293179602938221
"86","Marqes Muir","ENG","D","","","21-09-02","Lambeth","None","Tottenham 
Hotspur","England",51.5013012,-0.117287
"87","Max Robson","ENG","M","","","17-10-02","Haywards Heath","None","Tottenham 
Hotspur","England",50.9999616,-0.1049747
"88","Thimothee Lo-Tutala","FRA","G","","","13-02-03","Paris","Brentford","Tottenham 
Hotspur","England",48.8566969,2.3514616
"1","Heurelho Gomes","BRA","G","1.97","95","15-02-81","João Pinheiro","Tottenham H","Watford","England",-17.742777,-46.175278
"2","Daryl Janmaat","NED","D","1.85","80","22-07-89","Leidschendam","Newcastle U","Watford","England",52.0958935,4.43252967505979
"3","","","","","","","","","Watford","England",NA,NA
"4","Craig Dawson","ENG","D","1.88","85","06-05-90","Rochdale","WBA","Watford","England",53.6153659,-2.1557561
"5","","","","","","","","","Watford","England",NA,NA
"6","Adrian Mariappa","JAM","D","1.80","78","03-10-86","Harrow","Crystal Palace","Watford","England",51.5967688,-0.33727515543507
"7","Gerard Deulofeu","ESP","F","1.77","73","13-03-94","Riudarenes","Barcelona","Watford","England",41.8218536,2.7163817
"8","Tom Cleverley","ENG","M","1.75","67","12-08-89","Basingstoke","Everton","Watford","England",51.262826,-1.0861976
"9","Troy Deeney","ENG","F","1.85","101","29-06-88","Birmingham","Walsall","Watford","England",52.4796992,-1.9026911
"10","Danny Welbeck","ENG","F","1.85","73","26-11-90","Manchester","Arsenal","Watford","England",53.4794892,-2.2451148
"11","Adam Masina","ITA","D","1.91","87","02-01-94","Khouribga","Bologna","Watford","England",32.885508,-6.909238
"12","","","","","","","","","Watford","England",NA,NA
"13","","","","","","","","","Watford","England",NA,NA
"14","Nathaniel Chalobah","ENG","M","1.87","80","12-12-94","Freetown","Chelsea","Watford","England",8.479004,-13.26795
"15","Craig Cathcart","NIR","D","1.90","83","06-02-89","Belfast","Blackpool","Watford","England",54.5964411,-5.9302761
"16","Abdoulaye Doucouré","FRA","M","1.84","76","01-01-93","Meulan-en-Yvelines","Rennes","Watford","England",49.0049712,1.9100835
"17","João Pedro","BRA","F","1.82","70","26-09-01","Ribeirão Preto","Fluminense","Watford","England",-21.178333,-47.8066671
"18","Andre Gray","ENG","F","1.78","83","26-06-91","Wolverhampton","Burnley","Watford","England",52.5847651,-2.127567
"19","Will Hughes","ENG","M","1.85","74","17-04-95","Weybridge","Derby Co","Watford","England",51.3727175,-0.4549297
"20","Domingos Quina","POR","M","1.79","65","18-11-99","Bissau","West Ham U","Watford","England",11.861324,-15.583055
"21","Kiko Femenía","ESP","M","1.74","61","02-02-91","Sanet y Negrals","Alavés","Watford","England",38.8195425,-0.0348133
"22","Isaac Success","NGA","F","1.82","90","07-01-96","Benin City","Granada","Watford","England",6.3330586,5.6221058
"23","Ismaïla Sarr","SEN","F","1.78","68","25-02-98","Saint-Louis","Rennes","Watford","England",38.6268039,-90.1994097
"24","Tom Dele-Bashiru","NGA","M","","","17-09-99","Manchester","Manchester C","Watford","England",53.4794892,-2.2451148
